File,Location_Thresh,Use_Window,Window_Weight,Window_Size,Start_Frame,ROI_coordinates,ROI_location,ROI_transition,bin,range(f),avoidance zone,odorized zone,odor,Distance_px,Distance_cm,Average_position_to_dish (cm)
20220323_mouse1_cluster wt (9457)_male8w-2-water.mp4,99.5,True,0.9,100.0,0.0,"{'xs': [[1.8240072202166058, 1.2463898916967502, 249.04422382671478, 246.7337545126354, 246.7337545126354], [246.7337545126354, 249.04422382671478, 478.9359205776173, 478.9359205776173], [319.5135379061372, 318.9359205776173, 372.6543321299639, 370.9214801444043, 370.9214801444043, 370.9214801444043]], 'ys': [[3.1659482758620765, 268.8211206896552, 268.8211206896552, 0.06250000000000784, 0.06250000000000784], [0.06250000000000784, 268.8211206896552, 268.8211206896552, 0.06250000000000784], [176.95905172413794, 229.0969827586207, 227.85560344827587, 175.7176724137931, 175.7176724137931, 175.7176724137931]]}",odorized zone_odor,False,all,"(0, 5428)",0.5802173512617425,0.41996684472278506,0.19395837170749677,7506.1951725409335,620.1621974074601,12.74
